id,employee_id,date_taken,taken_by,file_taken_time,documents_taken,status_of_documents,taken_by_email,expected_return_date
385,10361,4/27/2023,Bindiya,11.05am,"Appointment Letter, PAN Card",Returned - Archive 36,spg@manipalgroup.info,10/07/2025
386,30822,4/27/2023,Shobha M J,11.05am,"Employment Form, EPF Form, PAN Card, Appointment Letter",Returned - Archive 61,mariem@manipalgroup.info,10/07/2025
387,20153,4/27/2023,Bindiya,3.21pm,"NDA Declaration, PAN Card, Employment Form, Passport Photo",Returned - Archive 86,shobhamj@manipalgroup.info,22/07/2025
388,20860,4/27/2023,mariem,3.21pm,Passport Photo,Returned - Archive 62,shobhamj@manipalgroup.info,15/07/2025
389,20855,4/27/2023,Ashoka,3.21pm,"Employment Form, Passport Photo, NDA Declaration",Returned - Archive 82,bindiya@manipalgroup.info,10/07/2025
390,30825,4/29/2023,mariem,11.28am,"EPF Form, NDA Declaration",Exit - Archive 73,mariem@manipalgroup.info,11/07/2025
391,30831,4/29/2023,mariem,11.28am,"Passport Photo, Employment Form",Exit - Archive 36,shobhamj@manipalgroup.info,21/07/2025
392,30852,4/29/2023,mariem,11.28am,"Appointment Letter, PAN Card",Exit - Archive 9,ashoka@manipalgroup.info,21/07/2025
393,30862,4/29/2023,SPG,11.28am,"Employment Form, Appointment Letter, Passport Photo",Exit - Archive 19,spg@manipalgroup.info,23/07/2025
394,30873,4/29/2023,mariem,11.28am,Passport Photo,Exit - Archive 35,spg@manipalgroup.info,21/07/2025
395,30874,4/29/2023,SPG,11.28am,Aadhar Card,Exit - Archive 45,spg@manipalgroup.info,14/07/2025
396,11032,4/29/2023,SPG,11.28am,"Aadhar Card, Appointment Letter, Passport Photo, PAN Card",Exit - Archive 87,mariem@manipalgroup.info,18/07/2025
397,45613,4/29/2023,mariem,11.45am,"PAN Card, Employment Form",Exit - Archive 24,ashoka@manipalgroup.info,24/07/2025
398,45303,5/2/2023,mariem,12.50pm,"PAN Card, Aadhar Card, Appointment Letter",Returned - Archive 68,spg@manipalgroup.info,11/07/2025
399,30669,5/2/2023,mariem,2.05pm,Passport Photo,Exit - Archive 96,ashoka@manipalgroup.info,12/07/2025
400,45654,5/3/2023,SPG,11.28am,"EPF Form, NDA Declaration, Passport Photo",Returned - Archive 14,bindiya@manipalgroup.info,16/07/2025
401,10361,5/3/2023,SPG,2.20pm,"EPF Form, Aadhar Card",Exit - Archive 42,shobhamj@manipalgroup.info,16/07/2025
402,28155,5/4/2023,Ashoka,5.45pm,Employment Form,Returned - Archive 85,mariem@manipalgroup.info,22/07/2025
403,30742,5/6/2023,Ashoka,11.45am,"Passport Photo, PAN Card, Employment Form, Aadhar Card",Returned - Archive 13,spg@manipalgroup.info,25/07/2025
404,26109,5/6/2023,Ashoka,11.45am,PAN Card,Returned - Archive 28,bindiya@manipalgroup.info,13/07/2025
405,55745,5/6/2023,Bindiya,4.15pm,EPF Form,Returned - Archive 73,mariem@manipalgroup.info,10/07/2025
406,85044,5/8/2023,Ashoka,10.15am,"NDA Declaration, Appointment Letter",Returned - Archive 51,mariem@manipalgroup.info,15/07/2025
407,42550,5/8/2023,mariem,3.05pm,"Appointment Letter, Employment Form, Aadhar Card, EPF Form",Returned - Archive 6,spg@manipalgroup.info,10/07/2025
408,30876,5/8/2023,Bindiya,4.15pm,"Appointment Letter, PAN Card, NDA Declaration",Exit - Archive 50,shobhamj@manipalgroup.info,27/07/2025
409,86133,5/9/2023,Ashoka,10.30am,"EPF Form, NDA Declaration, Passport Photo, PAN Card",Returned - Archive 4,mariem@manipalgroup.info,24/07/2025
410,30855,5/11/2023,Ashoka,11.50am,Employment Form,Exit - Archive 19,spg@manipalgroup.info,10/07/2025
411,45325,5/11/2023,mariem,11.50am,Passport Photo,Exit - Archive 78,shobhamj@manipalgroup.info,28/07/2025
412,44826,5/11/2023,Bindiya,11.50am,"Aadhar Card, PAN Card, NDA Declaration",Exit - Archive 76,ashoka@manipalgroup.info,22/07/2025
413,44777,5/11/2023,SPG,11.50am,"Aadhar Card, Employment Form, Passport Photo",Exit - Archive 29,ashoka@manipalgroup.info,15/07/2025
414,45177,5/11/2023,Bindiya,11.50am,"PAN Card, EPF Form, Employment Form",Exit - Archive 60,bindiya@manipalgroup.info,25/07/2025
415,87033,5/15/2023,Shobha M J,11.50am,"PAN Card, Passport Photo, EPF Form, Aadhar Card",Returned - Archive 86,shobhamj@manipalgroup.info,15/07/2025
416,45660,5/16/2023,mariem,10.35am,"NDA Declaration, Passport Photo, Appointment Letter",Exit - Archive 50,mariem@manipalgroup.info,22/07/2025
417,45274,5/16/2023,SPG,10.35am,"Passport Photo, Appointment Letter, EPF Form, PAN Card",Exit - Archive 26,ashoka@manipalgroup.info,13/07/2025
418,42877,5/16/2023,Bindiya,10.35am,"Passport Photo, EPF Form, Aadhar Card",Exit - Archive 79,shobhamj@manipalgroup.info,13/07/2025
419,41723,5/16/2023,mariem,10.35am,"EPF Form, Employment Form, Appointment Letter, PAN Card",Exit - Archive 64,ashoka@manipalgroup.info,26/07/2025
420,61287,5/16/2023,Shobha M J,10.35am,"Passport Photo, Appointment Letter, Aadhar Card",Exit - Archive 41,ashoka@manipalgroup.info,15/07/2025
421,28335,5/17/2023,mariem,1.05pm.,NDA Declaration,Returned - Archive 30,ashoka@manipalgroup.info,23/07/2025
422,28274,5/17/2023,Shobha M J,1.05pm.,Employment Form,Returned - Archive 27,mariem@manipalgroup.info,27/07/2025
423,44790,5/18/2023,Bindiya,3.45pm,Appointment Letter,Exit - Archive 51,shobhamj@manipalgroup.info,11/07/2025
424,45431,5/18/2023,Shobha M J,3.45pm,"Passport Photo, PAN Card, Appointment Letter",Exit - Archive 39,spg@manipalgroup.info,14/07/2025
425,28410,5/18/2023,Ashoka,4.00pm,"Appointment Letter, Aadhar Card, EPF Form, Passport Photo",Returned - Archive 8,ashoka@manipalgroup.info,26/07/2025
426,28411,5/18/2023,Shobha M J,4.00pm,"EPF Form, Passport Photo, Appointment Letter, PAN Card",Returned - Archive 37,shobhamj@manipalgroup.info,12/07/2025
427,28412,5/18/2023,Bindiya,4.00pm,PAN Card,Returned - Archive 58,shobhamj@manipalgroup.info,27/07/2025
428,28414,5/18/2023,SPG,4.00pm,"PAN Card, Employment Form",Returned - Archive 99,ashoka@manipalgroup.info,25/07/2025
429,28415,5/18/2023,SPG,4.00pm,"Employment Form, Aadhar Card, EPF Form, Passport Photo",Returned - Archive 41,ashoka@manipalgroup.info,21/07/2025
430,28416,5/18/2023,mariem,4.00pm,"Aadhar Card, EPF Form",Returned - Archive 32,ashoka@manipalgroup.info,22/07/2025
431,28417,5/18/2023,mariem,4.00pm,"NDA Declaration, Passport Photo",Returned - Archive 18,shobhamj@manipalgroup.info,18/07/2025
432,20339,5/18/2023,Shobha M J,4.00pm,"NDA Declaration, EPF Form, PAN Card",Returned - Archive 70,spg@manipalgroup.info,23/07/2025
433,28378,5/19/2023,Ashoka,10.15am,Aadhar Card,Returned - Archive 86,mariem@manipalgroup.info,26/07/2025
434,30744,5/20/2023,SPG,9.45am,"EPF Form, Aadhar Card",Exit - Archive 89,spg@manipalgroup.info,24/07/2025
435,44594,5/22/2023,SPG,9.50am,"PAN Card, Aadhar Card",Returned - Archive 10,ashoka@manipalgroup.info,16/07/2025
436,45599,5/22/2023,Ashoka,10.30am,"Passport Photo, Aadhar Card",Returned - Archive 32,bindiya@manipalgroup.info,22/07/2025
437,30810,5/22/2023,SPG,10.45am,"Appointment Letter, Passport Photo",Returned - Archive 55,ashoka@manipalgroup.info,28/07/2025
438,30870,5/22/2023,mariem,10.45am,"PAN Card, Passport Photo, Employment Form",Returned - Archive 31,ashoka@manipalgroup.info,12/07/2025
439,86129,5/23/2023,Bindiya,11.00am,"Aadhar Card, EPF Form, NDA Declaration, Passport Photo",Returned - Archive 14,spg@manipalgroup.info,25/07/2025
440,86130,5/23/2023,SPG,11.00am,"Employment Form, Passport Photo, PAN Card, Appointment Letter",Returned - Archive 90,shobhamj@manipalgroup.info,23/07/2025
441,30337,5/23/2023,Shobha M J,,"EPF Form, Appointment Letter, NDA Declaration",Exit - Archive 12,mariem@manipalgroup.info,16/07/2025
442,30822,5/23/2023,SPG,,"Employment Form, NDA Declaration, Passport Photo",Exit - Archive 39,spg@manipalgroup.info,25/07/2025
443,71048,5/23/2023,Bindiya,,"Aadhar Card, PAN Card, EPF Form, Passport Photo",Exit - Archive 95,shobhamj@manipalgroup.info,19/07/2025
444,43374,5/23/2023,mariem,,"Aadhar Card, Appointment Letter, PAN Card",Exit - Archive 56,ashoka@manipalgroup.info,11/07/2025
445,42851,5/23/2023,Ashoka,,"PAN Card, NDA Declaration, Passport Photo",Exit - Archive 8,shobhamj@manipalgroup.info,23/07/2025
446,45699,5/23/2023,mariem,,NDA Declaration,Exit - Archive 33,ashoka@manipalgroup.info,27/07/2025
447,20460,5/23/2023,mariem,25-05-23-5.30pm,"Passport Photo, EPF Form",Returned - Archive 78,mariem@manipalgroup.info,27/07/2025
448,45282,5/23/2023,mariem,5.14pm,Employment Form,Returned - Archive 53,spg@manipalgroup.info,11/07/2025
449,10348,5/23/2023,mariem,5.14pm,"PAN Card, Appointment Letter, Employment Form, NDA Declaration",Returned - Archive 38,ashoka@manipalgroup.info,16/07/2025
450,45659,5/24/2023,Ashoka,,"Aadhar Card, Passport Photo",Exit - Archive 47,mariem@manipalgroup.info,22/07/2025
451,45597,5/25/2023,Ashoka,,"NDA Declaration, Appointment Letter, EPF Form",Exit - Archive 51,spg@manipalgroup.info,16/07/2025
452,30709,5/29/2023,Shobha M J,,"Passport Photo, EPF Form, NDA Declaration",Exit - Archive 74,spg@manipalgroup.info,25/07/2025
453,61275,5/29/2023,Shobha M J,11.30am,"NDA Declaration, Employment Form, Aadhar Card, PAN Card",Returned - Archive 99,bindiya@manipalgroup.info,12/07/2025
454,45596,5/29/2023,SPG,3.19pm,"EPF Form, PAN Card, Passport Photo",Returned - Archive 61,spg@manipalgroup.info,14/07/2025
455,30870,5/30/2023,Shobha M J,9.30am,"Aadhar Card, Passport Photo, EPF Form",Returned - Archive 49,mariem@manipalgroup.info,24/07/2025
456,45490,5/30/2023,SPG,,"Appointment Letter, Passport Photo, Employment Form, PAN Card",Exit - Archive 16,mariem@manipalgroup.info,23/07/2025
457,28396,5/31/2023,Ashoka,,Employment Form,Returned - Archive 40,bindiya@manipalgroup.info,20/07/2025
458,53265,6/1/2023,mariem,9.47am,"EPF Form, Passport Photo, Aadhar Card, Employment Form",Returned - Archive 45,ashoka@manipalgroup.info,27/07/2025
459,30870,6/1/2023,mariem,9.45am,"Passport Photo, NDA Declaration, Employment Form, Appointment Letter",Returned - Archive 48,bindiya@manipalgroup.info,19/07/2025
460,86098,6/1/2023,SPG,5.27pm,Passport Photo,Returned - Archive 5,ashoka@manipalgroup.info,19/07/2025
461,45032,6/5/2023,mariem,10.30am,"PAN Card, Aadhar Card, Employment Form, NDA Declaration",Returned - Archive 7,bindiya@manipalgroup.info,14/07/2025
462,45053,6/5/2023,Bindiya,10.30am,"Passport Photo, Aadhar Card",Returned - Archive 51,bindiya@manipalgroup.info,10/07/2025
463,45108,6/5/2023,Ashoka,10.30am,"EPF Form, Appointment Letter",Returned - Archive 43,mariem@manipalgroup.info,20/07/2025
464,45268,6/5/2023,mariem,10.30am,"Aadhar Card, EPF Form",Returned - Archive 35,bindiya@manipalgroup.info,21/07/2025
465,45411,6/5/2023,Shobha M J,10.30am,"Appointment Letter, Employment Form, PAN Card",Returned - Archive 51,ashoka@manipalgroup.info,13/07/2025
466,45517,6/5/2023,Shobha M J,10.30am,Passport Photo,Returned - Archive 99,mariem@manipalgroup.info,15/07/2025
467,45488,6/5/2023,Shobha M J,10.30am,"PAN Card, EPF Form, Employment Form",Returned - Archive 19,ashoka@manipalgroup.info,14/07/2025
468,43230,6/5/2023,Ashoka,10.30am,"EPF Form, Appointment Letter, Employment Form",Returned - Archive 15,spg@manipalgroup.info,12/07/2025
469,44004,6/5/2023,Bindiya,10.30am,"Appointment Letter, Aadhar Card",Returned - Archive 17,ashoka@manipalgroup.info,23/07/2025
470,44146,6/5/2023,Shobha M J,10.30am,"NDA Declaration, PAN Card, Employment Form, Passport Photo",Returned - Archive 94,spg@manipalgroup.info,10/07/2025
471,44263,6/5/2023,Bindiya,10.30am,EPF Form,Returned - Archive 5,mariem@manipalgroup.info,28/07/2025
472,45024,6/5/2023,Shobha M J,10.30am,EPF Form,Returned - Archive 19,spg@manipalgroup.info,28/07/2025
473,11120,6/5/2023,mariem,10.30am,"EPF Form, NDA Declaration",Returned - Archive 78,bindiya@manipalgroup.info,12/07/2025
474,11121,6/6/2023,Bindiya,12.49pm,"Employment Form, EPF Form, PAN Card",Returned - Archive 16,shobhamj@manipalgroup.info,20/07/2025
475,30301,6/6/2023,SPG,12.49pm,"Appointment Letter, Employment Form, Aadhar Card",Returned - Archive 54,mariem@manipalgroup.info,25/07/2025
476,30232,6/6/2023,Bindiya,12.49pm,"PAN Card, Appointment Letter, Aadhar Card",Returned - Archive 60,mariem@manipalgroup.info,18/07/2025
477,41493,6/6/2023,Bindiya,12.49pm,EPF Form,Returned - Archive 16,bindiya@manipalgroup.info,19/07/2025
478,45208,6/6/2023,mariem,12.49pm,"PAN Card, NDA Declaration, Employment Form",Returned - Archive 67,spg@manipalgroup.info,19/07/2025
479,43229,6/6/2023,Ashoka,12.49pm,"PAN Card, Appointment Letter",Returned - Archive 39,bindiya@manipalgroup.info,22/07/2025
480,44179,6/6/2023,SPG,12.49pm,Employment Form,Returned - Archive 83,ashoka@manipalgroup.info,20/07/2025
481,44916,6/6/2023,Ashoka,12.49pm,"Passport Photo, Appointment Letter, NDA Declaration",Returned - Archive 52,ashoka@manipalgroup.info,12/07/2025
482,45294,6/6/2023,Bindiya,12.49pm,"Appointment Letter, Passport Photo, EPF Form, Employment Form",Returned - Archive 5,spg@manipalgroup.info,23/07/2025
483,45586,6/6/2023,Shobha M J,12.49pm,"PAN Card, EPF Form, Passport Photo",Returned - Archive 71,shobhamj@manipalgroup.info,15/07/2025
484,80385,6/6/2023,Shobha M J,12.49pm,"Passport Photo, Appointment Letter, PAN Card",Returned - Archive 73,mariem@manipalgroup.info,17/07/2025
485,20015,6/6/2023,Bindiya,12.49pm,"NDA Declaration, Passport Photo",Returned - Archive 80,ashoka@manipalgroup.info,24/07/2025
486,44406,6/6/2023,SPG,12.49pm,"NDA Declaration, Passport Photo",Returned - Archive 63,bindiya@manipalgroup.info,26/07/2025
487,44389,6/6/2023,SPG,12.49pm,"PAN Card, Aadhar Card",Returned - Archive 90,spg@manipalgroup.info,17/07/2025
488,20002,6/6/2023,Shobha M J,12.49pm,"PAN Card, Passport Photo",Returned - Archive 91,ashoka@manipalgroup.info,20/07/2025
489,44844,6/6/2023,Bindiya,12.49pm,"Appointment Letter, EPF Form, Passport Photo, NDA Declaration",Returned - Archive 81,bindiya@manipalgroup.info,14/07/2025
490,45528,6/6/2023,mariem,12.49pm,"Appointment Letter, EPF Form, Employment Form",Returned - Archive 42,bindiya@manipalgroup.info,22/07/2025
491,45288,6/6/2023,Ashoka,10.30am,"EPF Form, Aadhar Card, NDA Declaration, Appointment Letter",Returned - Archive 6,ashoka@manipalgroup.info,17/07/2025
492,45271,6/6/2023,Ashoka,10.30am,Passport Photo,Returned - Archive 7,ashoka@manipalgroup.info,13/07/2025
493,45513,6/6/2023,Shobha M J,10.30am,"NDA Declaration, Employment Form, Passport Photo",Returned - Archive 92,ashoka@manipalgroup.info,20/07/2025
494,45264,6/6/2023,Shobha M J,10.30am,"PAN Card, Employment Form, Appointment Letter, Aadhar Card",Returned - Archive 51,ashoka@manipalgroup.info,20/07/2025
495,44399,6/6/2023,Ashoka,10.30am,"Passport Photo, EPF Form",Returned - Archive 29,bindiya@manipalgroup.info,17/07/2025
496,45405,6/6/2023,SPG,10.30am,"NDA Declaration, Passport Photo",Returned - Archive 35,mariem@manipalgroup.info,23/07/2025
497,65730,6/6/2023,Ashoka,10.30am,"NDA Declaration, EPF Form",Returned - Archive 55,ashoka@manipalgroup.info,28/07/2025
498,45317,6/7/2023,SPG,3.35pm,Passport Photo,Returned - Archive 49,spg@manipalgroup.info,25/07/2025
499,43792,6/9/2023,mariem,11.00AM,"NDA Declaration, PAN Card, Passport Photo, Aadhar Card",Returned - Archive 95,mariem@manipalgroup.info,27/07/2025
500,43954,6/9/2023,Shobha M J,11.00AM,"Passport Photo, Employment Form",Returned - Archive 40,spg@manipalgroup.info,17/07/2025
501,71060,6/12/2023,SPG,11.00AM,PAN Card,Returned - Archive 72,bindiya@manipalgroup.info,27/07/2025
502,61275,6/12/2023,mariem,11.00AM,"Passport Photo, EPF Form",Returned - Archive 2,mariem@manipalgroup.info,10/07/2025
503,44814,6/13/2023,Bindiya,2.30pm,NDA Declaration,Returned - Archive 48,spg@manipalgroup.info,19/07/2025
504,41208,6/13/2023,Shobha M J,1.14am,"PAN Card, Passport Photo, Employment Form, Appointment Letter",Returned - Archive 57,spg@manipalgroup.info,27/07/2025
505,55444,6/13/2023,Bindiya,2.55pm,Aadhar Card,Exit - Archive 63,bindiya@manipalgroup.info,27/07/2025
506,11226,6/13/2023,Bindiya,2.55pm,"Appointment Letter, Passport Photo, EPF Form, Employment Form",Exit - Archive 95,bindiya@manipalgroup.info,13/07/2025
507,30877,6/13/2023,Ashoka,2.55pm,"Appointment Letter, Employment Form, EPF Form, Passport Photo",Exit - Archive 82,bindiya@manipalgroup.info,15/07/2025
508,30870,6/13/2023,Shobha M J,2.55pm,"Passport Photo, Employment Form, Aadhar Card",Exit - Archive 64,spg@manipalgroup.info,16/07/2025
509,41873,6/13/2023,SPG,2.55pm,EPF Form,Exit - Archive 95,bindiya@manipalgroup.info,23/07/2025
510,40316,6/13/2023,Ashoka,2.55pm,"Appointment Letter, NDA Declaration, Employment Form, PAN Card",Exit - Archive 61,mariem@manipalgroup.info,14/07/2025
511,40303,6/13/2023,mariem,2.55pm,EPF Form,Exit - Archive 15,shobhamj@manipalgroup.info,15/07/2025
512,40312,6/13/2023,Ashoka,2.55pm,PAN Card,Exit - Archive 60,spg@manipalgroup.info,24/07/2025
513,55746,6/14/2023,Bindiya,10.30am,"Appointment Letter, EPF Form, Passport Photo, Employment Form",Returned - Archive 2,ashoka@manipalgroup.info,25/07/2025
514,45287,6/14/2023,mariem,11.27am,Appointment Letter,Exit - Archive 78,spg@manipalgroup.info,18/07/2025
515,30875,6/14/2023,Shobha M J,11.27am,NDA Declaration,Exit - Archive 74,mariem@manipalgroup.info,13/07/2025
516,71060,6/15/2023,SPG,,Passport Photo,Exit - Archive 68,mariem@manipalgroup.info,15/07/2025
517,86104,6/15/2023,SPG,10.30am,Appointment Letter,Returned - Archive 20,ashoka@manipalgroup.info,14/07/2025
518,30871,6/15/2023,mariem,2.20pm,"PAN Card, Aadhar Card, Appointment Letter, Employment Form",Exit - Archive 21,ashoka@manipalgroup.info,13/07/2025
519,30865,6/16/2023,Bindiya,5.34pm,"NDA Declaration, Aadhar Card, PAN Card",Exit - Archive 38,bindiya@manipalgroup.info,25/07/2025
520,44976,6/17/2023,Bindiya,2.30pm,"NDA Declaration, Passport Photo, PAN Card",Exit - Archive 61,ashoka@manipalgroup.info,20/07/2025
521,10361,6/20/2023,SPG,2.20pm,"EPF Form, Passport Photo, Aadhar Card",Returned - Archive 50,spg@manipalgroup.info,14/07/2025
522,45617,6/20/2023,mariem,2.20pm,"PAN Card, EPF Form",Returned - Archive 82,ashoka@manipalgroup.info,20/07/2025
523,45678,6/20/2023,mariem,2.20pm,"EPF Form, Aadhar Card",Returned - Archive 70,shobhamj@manipalgroup.info,24/07/2025
524,45449,6/21/2023,Bindiya,,"Employment Form, NDA Declaration",Exit - Archive 48,bindiya@manipalgroup.info,11/07/2025
525,43326,6/21/2023,Ashoka,,"Passport Photo, PAN Card, Appointment Letter, EPF Form",Exit - Archive 93,bindiya@manipalgroup.info,13/07/2025
526,28281,6/21/2023,SPG,2.30pm,Appointment Letter,Returned - Archive 23,spg@manipalgroup.info,17/07/2025
527,28280,6/21/2023,Bindiya,2.30pm,"Passport Photo, EPF Form, Employment Form, Aadhar Card",Returned - Archive 70,spg@manipalgroup.info,24/07/2025
528,58182,6/22/2023,Bindiya,,"EPF Form, Appointment Letter, Aadhar Card",Exit - Archive 20,spg@manipalgroup.info,27/07/2025
529,45595,6/22/2023,Bindiya,,"EPF Form, PAN Card, Employment Form, Passport Photo",Exit - Archive 91,shobhamj@manipalgroup.info,10/07/2025
530,28422,6/22/2023,Ashoka,4.30pm,"EPF Form, NDA Declaration",Returned - Archive 32,mariem@manipalgroup.info,23/07/2025
531,28420,6/22/2023,Shobha M J,4.30pm,"Passport Photo, Employment Form, PAN Card",Returned - Archive 15,ashoka@manipalgroup.info,13/07/2025
532,28419,6/22/2023,mariem,4.30pm,"Appointment Letter, NDA Declaration, Passport Photo",Returned - Archive 23,spg@manipalgroup.info,11/07/2025
533,28418,6/22/2023,Shobha M J,4.30pm,"Passport Photo, Aadhar Card, PAN Card",Returned - Archive 3,spg@manipalgroup.info,18/07/2025
534,86098,6/22/2023,Bindiya,5.00pm,"PAN Card, NDA Declaration",Returned - Archive 37,shobhamj@manipalgroup.info,11/07/2025
535,44790,6/27/2023,Shobha M J,10.30pm,"Aadhar Card, NDA Declaration",Returned - Archive 13,bindiya@manipalgroup.info,21/07/2025
536,30763,6/28/2023,mariem,5.20pm,"Employment Form, Appointment Letter",Returned - Archive 9,mariem@manipalgroup.info,19/07/2025
537,42524,6/29/2023,Ashoka,10.35pm,"Appointment Letter, Employment Form, EPF Form",Returned - Archive 2,mariem@manipalgroup.info,27/07/2025
538,28414,7/1/2023,mariem,11.12am,"EPF Form, NDA Declaration, Appointment Letter",Returned - Archive 51,bindiya@manipalgroup.info,17/07/2025
539,28415,7/1/2023,Shobha M J,11.12am,"Aadhar Card, Employment Form",Returned - Archive 61,bindiya@manipalgroup.info,19/07/2025
540,28416,7/1/2023,Ashoka,11.12am,"NDA Declaration, Aadhar Card",Returned - Archive 50,mariem@manipalgroup.info,16/07/2025
541,28122,7/1/2023,mariem,11.12am,"Aadhar Card, Employment Form, NDA Declaration, EPF Form",Returned - Archive 62,ashoka@manipalgroup.info,12/07/2025
542,10307,7/1/2023,Bindiya,11.12am,"EPF Form, Appointment Letter",Returned - Archive 25,bindiya@manipalgroup.info,24/07/2025
543,28357,7/1/2023,Bindiya,11.12am,"EPF Form, Employment Form",Returned - Archive 97,spg@manipalgroup.info,23/07/2025
544,28354,7/1/2023,SPG,11.12am,"EPF Form, Aadhar Card, Appointment Letter",Returned - Archive 98,shobhamj@manipalgroup.info,13/07/2025
545,28366,7/1/2023,mariem,11.12am,"Employment Form, PAN Card, EPF Form",Returned - Archive 38,mariem@manipalgroup.info,22/07/2025
546,28377,7/1/2023,mariem,11.12am,"Employment Form, Appointment Letter, Passport Photo",Returned - Archive 58,mariem@manipalgroup.info,18/07/2025
547,28383,7/1/2023,mariem,11.12am,Aadhar Card,Returned - Archive 16,ashoka@manipalgroup.info,12/07/2025
548,28202,7/1/2023,Ashoka,11.12am,"NDA Declaration, PAN Card, EPF Form, Employment Form",Returned - Archive 98,ashoka@manipalgroup.info,14/07/2025
549,28356,7/1/2023,mariem,11.12am,"Appointment Letter, PAN Card, Aadhar Card, Employment Form",Returned - Archive 92,bindiya@manipalgroup.info,25/07/2025
550,45523,7/1/2023,Bindiya,11.12am,"Aadhar Card, Passport Photo, EPF Form, Appointment Letter",Exit - Archive 66,mariem@manipalgroup.info,27/07/2025
551,42727,7/1/2023,SPG,2.30PM,"PAN Card, Aadhar Card, Employment Form, Passport Photo",Returned - Archive 72,spg@manipalgroup.info,20/07/2025
552,55208,7/3/2023,Bindiya,10.15AM,"Passport Photo, EPF Form, PAN Card",Returned - Archive 26,bindiya@manipalgroup.info,27/07/2025
553,44913,7/4/2023,Ashoka,10.32am,"PAN Card, Passport Photo, Aadhar Card",Returned - Archive 66,spg@manipalgroup.info,12/07/2025
554,85044,7/4/2023,Shobha M J,12.15pm,"Employment Form, PAN Card, EPF Form",Returned - Archive 23,ashoka@manipalgroup.info,19/07/2025
555,28280,7/6/2023,Bindiya,12.35PM0,"Appointment Letter, Employment Form, PAN Card",Returned - Archive 1,shobhamj@manipalgroup.info,27/07/2025
556,28412,7/6/2023,SPG,12.35PM0,"PAN Card, Appointment Letter, NDA Declaration, EPF Form",Returned - Archive 77,shobhamj@manipalgroup.info,11/07/2025
557,45677,7/10/2023,Ashoka,10.55am,Appointment Letter,Exit - Archive 30,bindiya@manipalgroup.info,24/07/2025
558,45475,7/10/2023,SPG,10.55am,"PAN Card, Appointment Letter, NDA Declaration",Exit - Archive 36,ashoka@manipalgroup.info,11/07/2025
559,45206,7/10/2023,Ashoka,10.55am,Appointment Letter,Exit - Archive 6,bindiya@manipalgroup.info,17/07/2025
560,30819,7/10/2023,Shobha M J,10.55am,NDA Declaration,Exit - Archive 59,spg@manipalgroup.info,14/07/2025
561,45163,7/10/2023,mariem,10.55am,PAN Card,Exit - Archive 15,shobhamj@manipalgroup.info,26/07/2025
562,55445,7/10/2023,SPG,10.55am,"Aadhar Card, Appointment Letter, EPF Form, Employment Form",Exit - Archive 3,shobhamj@manipalgroup.info,12/07/2025
563,30787,7/10/2023,Ashoka,10.55am,"Aadhar Card, Employment Form",Exit - Archive 65,mariem@manipalgroup.info,14/07/2025
564,15633,7/11/2023,mariem,12.14pm,Passport Photo,Returned - Archive 82,mariem@manipalgroup.info,15/07/2025
565,10196,7/11/2023,SPG,12.14pm,PAN Card,Returned - Archive 48,mariem@manipalgroup.info,24/07/2025
566,45667,7/11/2023,Ashoka,12.37pm,"PAN Card, EPF Form, Employment Form",Exit - Archive 42,bindiya@manipalgroup.info,23/07/2025
567,45599,7/11/2023,Ashoka,03-07-pm,"EPF Form, NDA Declaration",Exit - Archive 96,ashoka@manipalgroup.info,10/07/2025
568,45745,7/12/2023,Bindiya,11.57pm,"Aadhar Card, NDA Declaration, Employment Form, EPF Form",Exit - Archive 34,shobhamj@manipalgroup.info,27/07/2025
569,28420,7/12/2023,Ashoka,5.45pm,"Passport Photo, PAN Card, Appointment Letter, EPF Form",Returned - Archive 46,ashoka@manipalgroup.info,15/07/2025
570,30878,7/12/2023,SPG,5.45pm,"Passport Photo, Aadhar Card, Appointment Letter",Exit - Archive 11,ashoka@manipalgroup.info,17/07/2025
571,55734,7/13/2023,SPG,11.15am,"Passport Photo, Appointment Letter, Aadhar Card, Employment Form",Exit - Archive 37,ashoka@manipalgroup.info,25/07/2025
572,55353,7/13/2023,Bindiya,11.16am,"EPF Form, NDA Declaration, PAN Card, Aadhar Card",Returned - Archive 73,shobhamj@manipalgroup.info,12/07/2025
573,45419,7/13/2023,Shobha M J,2.25pm,"Appointment Letter, NDA Declaration, Employment Form, PAN Card",Exit - Archive 95,shobhamj@manipalgroup.info,15/07/2025
574,45733,7/13/2023,Shobha M J,3.10pm,"PAN Card, EPF Form, Employment Form",Exit - Archive 66,bindiya@manipalgroup.info,26/07/2025
575,45734,7/13/2023,Bindiya,3.10pm,"EPF Form, Aadhar Card",Exit - Archive 67,bindiya@manipalgroup.info,16/07/2025
576,55562,7/13/2023,Bindiya,5.35pm,"PAN Card, Employment Form, Aadhar Card, Appointment Letter",Exit - Archive 46,mariem@manipalgroup.info,22/07/2025
577,30067,7/14/2023,SPG,9.30am,"Appointment Letter, EPF Form, Aadhar Card",Exit - Archive 66,bindiya@manipalgroup.info,27/07/2025
578,44232,7/14/2023,Shobha M J,9.55am,Employment Form,Returned - Archive 43,spg@manipalgroup.info,16/07/2025
